userId,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,cluster
1,0.0,0.1291248206599713,0.12195121951219512,0.04160688665710186,0.06025824964131994,0.11908177905308465,0.06456241032998565,0.0,0.0975609756097561,0.06743185078909612,0.0014347202295552368,0.024390243902439025,0.0,0.03156384505021521,0.02582496413199426,0.03730272596843615,0.05738880918220947,0.07890961262553801,0.03156384505021521,0.010043041606886656,0
2,0.0,0.14666666666666667,0.04,0.0,0.0,0.09333333333333334,0.13333333333333333,0.04,0.22666666666666666,0.0,0.0,0.013333333333333334,0.05333333333333334,0.0,0.02666666666666667,0.013333333333333334,0.05333333333333334,0.13333333333333333,0.013333333333333334,0.013333333333333334,2
3,0.0,0.1308411214953271,0.102803738317757,0.037383177570093455,0.04672897196261682,0.08411214953271028,0.018691588785046728,0.0,0.14953271028037382,0.037383177570093455,0.0,0.07476635514018691,0.0,0.009345794392523364,0.009345794392523364,0.04672897196261682,0.14018691588785046,0.06542056074766354,0.04672897196261682,0.0,3
4,0.0,0.04854368932038835,0.05631067961165048,0.011650485436893204,0.019417475728155338,0.20194174757281552,0.05242718446601942,0.003883495145631068,0.23300970873786409,0.036893203883495145,0.007766990291262136,0.007766990291262136,0.001941747572815534,0.031067961165048542,0.04466019417475728,0.11262135922330097,0.02330097087378641,0.07378640776699029,0.013592233009708738,0.019417475728155338,4
5,0.0,0.0703125,0.0625,0.046875,0.0703125,0.1171875,0.09375,0.0,0.1953125,0.0546875,0.0,0.0078125,0.0234375,0.0390625,0.0078125,0.0859375,0.015625,0.0703125,0.0234375,0.015625,0
6,0.0,0.08731241473396999,0.06412005457025921,0.019099590723055934,0.06412005457025921,0.17326057298772168,0.047748976807639835,0.0,0.19099590723055934,0.03547066848567531,0.002728512960436562,0.02592087312414734,0.004092769440654843,0.01637107776261937,0.020463847203274217,0.09549795361527967,0.0286493860845839,0.0927694406548431,0.01637107776261937,0.015006821282401092,0
7,0.0,0.13588110403397027,0.11464968152866242,0.029723991507430998,0.03184713375796178,0.1040339702760085,0.055201698513800426,0.0,0.12101910828025478,0.04883227176220807,0.004246284501061571,0.010615711252653927,0.02335456475583864,0.01910828025477707,0.029723991507430998,0.06369426751592357,0.08917197452229299,0.09129511677282377,0.025477707006369428,0.0021231422505307855,3
8,0.0,0.0916030534351145,0.08396946564885496,0.007633587786259542,0.030534351145038167,0.183206106870229,0.06870229007633588,0.0,0.1450381679389313,0.030534351145038167,0.0,0.015267175572519083,0.015267175572519083,0.007633587786259542,0.022900763358778626,0.10687022900763359,0.030534351145038167,0.12213740458015267,0.022900763358778626,0.015267175572519083,0
9,0.0,0.07692307692307693,0.09615384615384616,0.009615384615384616,0.009615384615384616,0.14423076923076922,0.0673076923076923,0.0,0.20192307692307693,0.019230769230769232,0.009615384615384616,0.04807692307692308,0.009615384615384616,0.009615384615384616,0.028846153846153848,0.057692307692307696,0.07692307692307693,0.10576923076923077,0.019230769230769232,0.009615384615384616,0
10,0.0,0.06516290726817042,0.07769423558897243,0.03759398496240601,0.03508771929824561,0.19799498746867167,0.03258145363408521,0.0,0.18045112781954886,0.042606516290726815,0.0,0.005012531328320802,0.045112781954887216,0.022556390977443608,0.007518796992481203,0.19548872180451127,0.012531328320802004,0.03258145363408521,0.010025062656641603,0.0,1
11,0.0,0.25274725274725274,0.0989010989010989,0.0,0.0,0.06593406593406594,0.07142857142857142,0.0,0.13186813186813187,0.005494505494505495,0.0,0.005494505494505495,0.005494505494505495,0.0,0.016483516483516484,0.07142857142857142,0.054945054945054944,0.17582417582417584,0.03296703296703297,0.01098901098901099,3
12,0.0,0.027777777777777776,0.027777777777777776,0.013888888888888888,0.0,0.25,0.013888888888888888,0.0,0.2222222222222222,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.041666666666666664,0.041666666666666664,0.013888888888888888,0.0,4
13,0.0,0.12658227848101267,0.0759493670886076,0.0,0.0,0.13924050632911392,0.0379746835443038,0.0,0.20253164556962025,0.012658227848101266,0.0,0.06329113924050633,0.0,0.0,0.02531645569620253,0.0759493670886076,0.06329113924050633,0.13924050632911392,0.02531645569620253,0.012658227848101266,2
14,0.0,0.10526315789473684,0.07894736842105263,0.0,0.017543859649122806,0.14912280701754385,0.06140350877192982,0.0,0.21052631578947367,0.008771929824561403,0.0,0.008771929824561403,0.008771929824561403,0.008771929824561403,0.017543859649122806,0.12280701754385964,0.017543859649122806,0.11403508771929824,0.03508771929824561,0.03508771929824561,4
15,0.0,0.13258426966292136,0.12808988764044943,0.04943820224719101,0.04719101123595506,0.06292134831460675,0.04269662921348315,0.0,0.12134831460674157,0.035955056179775284,0.0,0.024719101123595506,0.04044943820224719,0.011235955056179775,0.02696629213483146,0.029213483146067417,0.13258426966292136,0.09887640449438202,0.011235955056179775,0.0044943820224719105,3
16,0.0,0.09057971014492754,0.07246376811594203,0.043478260869565216,0.028985507246376812,0.09057971014492754,0.08695652173913043,0.0036231884057971015,0.17391304347826086,0.057971014492753624,0.018115942028985508,0.018115942028985508,0.014492753623188406,0.0,0.04710144927536232,0.04710144927536232,0.057971014492753624,0.10507246376811594,0.03985507246376811,0.0036231884057971015,2
17,0.0,0.12828947368421054,0.11513157894736842,0.03289473684210526,0.023026315789473683,0.0625,0.10526315789473684,0.003289473684210526,0.16776315789473684,0.05592105263157895,0.006578947368421052,0.009868421052631578,0.019736842105263157,0.009868421052631578,0.03289473684210526,0.023026315789473683,0.06578947368421052,0.08881578947368421,0.029605263157894735,0.019736842105263157,2
18,0.0,0.14315068493150684,0.09726027397260274,0.021232876712328767,0.023972602739726026,0.10136986301369863,0.09452054794520548,0.0061643835616438354,0.14931506849315068,0.03561643835616438,0.005479452054794521,0.010273972602739725,0.025342465753424658,0.00821917808219178,0.038356164383561646,0.030136986301369864,0.07534246575342465,0.11575342465753424,0.010958904109589041,0.007534246575342466,2
19,0.0,0.08086253369272237,0.08463611859838274,0.02587601078167116,0.05498652291105121,0.2037735849056604,0.03881401617250674,0.0,0.08140161725067385,0.05175202156334232,0.004851752021563342,0.06037735849056604,0.0005390835579514825,0.019946091644204852,0.031266846361185985,0.07223719676549865,0.06846361185983828,0.10943396226415095,0.004851752021563342,0.005929919137466307,0
20,0.0,0.0623342175066313,0.11405835543766578,0.08620689655172414,0.14721485411140584,0.13925729442970822,0.033156498673740056,0.002652519893899204,0.09416445623342175,0.0636604774535809,0.001326259946949602,0.015915119363395226,0.006631299734748011,0.07294429708222812,0.021220159151193633,0.05305039787798409,0.029177718832891247,0.04907161803713528,0.005305039787798408,0.002652519893899204,0
21,0.0007320644216691069,0.16544655929721816,0.1295754026354319,0.0424597364568082,0.04465592972181552,0.14714494875549047,0.053440702781844804,0.0,0.06881405563689605,0.046120058565153735,0.0014641288433382138,0.010980966325036604,0.04172767203513909,0.010980966325036604,0.013177159590043924,0.04758418740849195,0.07759882869692533,0.08931185944363104,0.005856515373352855,0.0029282576866764276,3
22,0.0,0.08746355685131195,0.07580174927113703,0.03498542274052478,0.03498542274052478,0.11370262390670553,0.08746355685131195,0.014577259475218658,0.21282798833819241,0.04664723032069971,0.0029154518950437317,0.01749271137026239,0.01749271137026239,0.0029154518950437317,0.03498542274052478,0.0641399416909621,0.043731778425655975,0.08746355685131195,0.01749271137026239,0.0029154518950437317,2
23,0.0,0.08256880733944955,0.05504587155963303,0.03058103975535168,0.009174311926605505,0.07339449541284404,0.11926605504587157,0.0061162079510703364,0.23547400611620795,0.04281345565749235,0.03363914373088685,0.009174311926605505,0.0030581039755351682,0.0,0.0672782874617737,0.03669724770642202,0.05198776758409786,0.1162079510703364,0.01834862385321101,0.009174311926605505,2
24,0.0,0.16091954022988506,0.09482758620689655,0.005747126436781609,0.005747126436781609,0.14367816091954022,0.06609195402298851,0.0,0.11494252873563218,0.04310344827586207,0.0,0.011494252873563218,0.028735632183908046,0.0028735632183908046,0.03735632183908046,0.09482758620689655,0.07183908045977011,0.09770114942528736,0.020114942528735632,0.0,0
25,0.0,0.189873417721519,0.17721518987341772,0.0379746835443038,0.0379746835443038,0.02531645569620253,0.05063291139240506,0.0,0.1518987341772152,0.0379746835443038,0.0,0.0,0.0379746835443038,0.0,0.02531645569620253,0.012658227848101266,0.11392405063291139,0.05063291139240506,0.05063291139240506,0.0,3
26,0.0,0.1694915254237288,0.1016949152542373,0.0,0.01694915254237288,0.0847457627118644,0.13559322033898305,0.0,0.13559322033898305,0.0,0.0,0.01694915254237288,0.01694915254237288,0.0,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.23728813559322035,0.01694915254237288,0.0,2
27,0.0,0.10218978102189781,0.1435523114355231,0.0535279805352798,0.1192214111922141,0.12165450121654502,0.0170316301703163,0.0,0.10948905109489052,0.0535279805352798,0.0024330900243309003,0.004866180048661801,0.004866180048661801,0.031630170316301706,0.0072992700729927005,0.05596107055961071,0.07785888077858881,0.0340632603406326,0.0364963503649635,0.024330900243309004,0
28,0.0,0.129973474801061,0.07891246684350132,0.0033156498673740055,0.002652519893899204,0.0636604774535809,0.09946949602122016,0.001326259946949602,0.236737400530504,0.01989389920424403,0.003978779840848806,0.01790450928381963,0.008620689655172414,0.0033156498673740055,0.03713527851458886,0.027188328912466843,0.08156498673740054,0.1346153846153846,0.033819628647214856,0.015915119363395226,2
29,0.0,0.1341991341991342,0.09090909090909091,0.004329004329004329,0.008658008658008658,0.047619047619047616,0.06493506493506493,0.008658008658008658,0.21645021645021645,0.017316017316017316,0.004329004329004329,0.008658008658008658,0.021645021645021644,0.012987012987012988,0.030303030303030304,0.025974025974025976,0.07792207792207792,0.09090909090909091,0.09523809523809523,0.03896103896103896,2
30,0.0,0.22727272727272727,0.17272727272727273,0.045454545454545456,0.02727272727272727,0.045454545454545456,0.06363636363636363,0.0,0.06363636363636363,0.03636363636363636,0.0,0.00909090909090909,0.07272727272727272,0.0,0.00909090909090909,0.01818181818181818,0.15454545454545454,0.045454545454545456,0.00909090909090909,0.0,3
31,0.0,0.10869565217391304,0.10869565217391304,0.036231884057971016,0.050724637681159424,0.15942028985507245,0.021739130434782608,0.007246376811594203,0.10869565217391304,0.07246376811594203,0.0,0.014492753623188406,0.0,0.036231884057971016,0.007246376811594203,0.11594202898550725,0.06521739130434782,0.07971014492753623,0.007246376811594203,0.0,0
32,0.0,0.11278195488721804,0.06766917293233082,0.007518796992481203,0.022556390977443608,0.16165413533834586,0.07142857142857142,0.0037593984962406013,0.16541353383458646,0.045112781954887216,0.0,0.011278195488721804,0.0,0.007518796992481203,0.03007518796992481,0.11278195488721804,0.041353383458646614,0.12406015037593984,0.011278195488721804,0.0037593984962406013,0
33,0.0,0.038461538461538464,0.027472527472527472,0.016483516483516484,0.02197802197802198,0.15934065934065933,0.07142857142857142,0.0,0.3159340659340659,0.016483516483516484,0.005494505494505495,0.005494505494505495,0.0027472527472527475,0.016483516483516484,0.024725274725274724,0.1510989010989011,0.019230769230769232,0.08241758241758242,0.02197802197802198,0.0027472527472527475,4
